id,label
0,0.6601306796073914
1,0.7549022436141968
2,0.8058822751045227
3,0.8326798677444458
4,0.8392159342765808
5,0.854248583316803
6,0.8745101094245911
7,0.9052291512489319
8,0.8869283199310303
9,0.8934642672538757
